USGS	01484683	2012-10-23 00:00	EST	0.82	A
USGS	01484683	2012-10-23 00:06	EST	0.87	A
USGS	01484683	2012-10-23 00:12	EST	0.89	A
USGS	01484683	2012-10-23 00:18	EST	0.94	A
USGS	01484683	2012-10-23 00:24	EST	0.97	A
USGS	01484683	2012-10-23 00:30	EST	0.99	A
USGS	01484683	2012-10-23 00:36	EST	1.06	A
USGS	01484683	2012-10-23 00:42	EST	1.12	A
USGS	01484683	2012-10-23 00:48	EST	1.15	A
USGS	01484683	2012-10-23 00:54	EST	1.17	A
USGS	01484683	2012-10-23 01:00	EST	1.19	A
USGS	01484683	2012-10-23 01:06	EST	1.22	A
USGS	01484683	2012-10-23 01:12	EST	1.28	A
USGS	01484683	2012-10-23 01:18	EST	1.30	A
USGS	01484683	2012-10-23 01:24	EST	1.37	A
USGS	01484683	2012-10-23 01:30	EST	1.41	A
USGS	01484683	2012-10-23 01:36	EST	1.43	A
USGS	01484683	2012-10-23 01:42	EST	1.46	A
USGS	01484683	2012-10-23 01:48	EST	1.51	A
USGS	01484683	2012-10-23 01:54	EST	1.53	A
USGS	01484683	2012-10-23 02:00	EST	1.50	A
USGS	01484683	2012-10-23 02:06	EST	1.53	A
USGS	01484683	2012-10-23 02:12	EST	1.58	A
USGS	01484683	2012-10-23 02:18	EST	1.59	A
USGS	01484683	2012-10-23 02:24	EST	1.64	A
USGS	01484683	2012-10-23 02:30	EST	1.63	A
USGS	01484683	2012-10-23 02:36	EST	1.64	A
USGS	01484683	2012-10-23 02:42	EST	1.68	A
USGS	01484683	2012-10-23 02:48	EST	1.69	A
USGS	01484683	2012-10-23 02:54	EST	1.69	A
USGS	01484683	2012-10-23 03:00	EST	1.71	A
USGS	01484683	2012-10-23 03:06	EST	1.74	A
USGS	01484683	2012-10-23 03:12	EST	1.74	A
USGS	01484683	2012-10-23 03:18	EST	1.70	A
USGS	01484683	2012-10-23 03:24	EST	1.72	A
USGS	01484683	2012-10-23 03:30	EST	1.74	A
USGS	01484683	2012-10-23 03:36	EST	1.74	A
USGS	01484683	2012-10-23 03:42	EST	1.72	A
USGS	01484683	2012-10-23 03:48	EST	1.71	A
USGS	01484683	2012-10-23 03:54	EST	1.68	A
USGS	01484683	2012-10-23 04:00	EST	1.68	A
USGS	01484683	2012-10-23 04:06	EST	1.66	A
USGS	01484683	2012-10-23 04:12	EST	1.66	A
USGS	01484683	2012-10-23 04:18	EST	1.60	A
USGS	01484683	2012-10-23 04:24	EST	1.55	A
USGS	01484683	2012-10-23 04:30	EST	1.50	A
USGS	01484683	2012-10-23 04:36	EST	1.44	A
USGS	01484683	2012-10-23 04:42	EST	1.38	A
USGS	01484683	2012-10-23 04:48	EST	1.36	A
USGS	01484683	2012-10-23 04:54	EST	1.27	A
USGS	01484683	2012-10-23 05:00	EST	1.22	A
USGS	01484683	2012-10-23 05:06	EST	1.20	A
USGS	01484683	2012-10-23 05:12	EST	1.10	A
USGS	01484683	2012-10-23 05:18	EST	1.07	A
USGS	01484683	2012-10-23 05:24	EST	0.97	A
USGS	01484683	2012-10-23 05:30	EST	0.93	A
USGS	01484683	2012-10-23 05:36	EST	0.89	A
USGS	01484683	2012-10-23 05:42	EST	0.79	A
USGS	01484683	2012-10-23 05:48	EST	0.75	A
